,date,heure,weekday,Débit horaire,Taux d'occupation
29748,2021-11-01,3,0,163.0,1.94556
972,2021-11-01,4,0,125.0,1.67778
29746,2021-11-01,5,0,115.0,1.58444
29747,2021-11-01,6,0,129.0,1.56222
29750,2021-11-01,7,0,144.0,1.94278
971,2021-11-01,8,0,189.0,2.21778
978,2021-11-01,9,0,251.0,3.01889
29751,2021-11-01,10,0,308.0,3.78055
29749,2021-11-01,11,0,400.0,5.55834
975,2021-11-01,12,0,417.0,5.07722
967,2021-11-01,13,0,445.0,5.35611
29745,2021-11-01,14,0,425.0,5.135
976,2021-11-01,15,0,474.0,6.03833
974,2021-11-01,16,0,499.0,6.65778
973,2021-11-01,17,0,465.0,6.07222
968,2021-11-01,18,0,469.0,6.00056
970,2021-11-01,19,0,476.0,5.75111
29743,2021-11-01,20,0,437.0,5.115
977,2021-11-01,21,0,304.0,3.55833
969,2021-11-01,22,0,296.0,3.79445
29744,2021-11-01,23,0,285.0,3.33834
29307,2021-11-02,0,1,176.0,2.07445
14476,2021-11-02,1,1,94.0,1.26
29308,2021-11-02,2,1,62.0,0.86389
14474,2021-11-02,3,1,27.0,0.44834
14475,2021-11-02,4,1,38.0,0.54611
14470,2021-11-02,5,1,79.0,0.97667
14472,2021-11-02,6,1,191.0,2.42889
14471,2021-11-02,7,1,315.0,4.67556
14473,2021-11-02,8,1,519.0,7.54333
14477,2021-11-02,9,1,617.0,7.48611
29309,2021-11-02,10,1,522.0,6.83778
14467,2021-11-02,11,1,481.0,6.85056
14466,2021-11-02,12,1,632.0,9.05778
29300,2021-11-02,13,1,606.0,9.53834
29306,2021-11-02,14,1,539.0,7.94833
29302,2021-11-02,15,1,611.0,7.58389
14468,2021-11-02,16,1,619.0,8.14834
29303,2021-11-02,17,1,635.0,9.25611
29304,2021-11-02,18,1,671.0,7.85167
14465,2021-11-02,19,1,661.0,7.53111
14469,2021-11-02,20,1,514.0,6.25
29301,2021-11-02,21,1,395.0,4.56222
29305,2021-11-02,22,1,387.0,4.445
14464,2021-11-02,23,1,366.0,4.20556
14246,2021-11-03,0,2,242.0,2.97833
14237,2021-11-03,1,2,129.0,1.57389
10666,2021-11-03,2,2,68.0,0.95778
10658,2021-11-03,3,2,41.0,0.65445
10663,2021-11-03,4,2,42.0,0.59389
14245,2021-11-03,5,2,89.0,1.19444
14243,2021-11-03,6,2,198.0,2.39611
14244,2021-11-03,7,2,379.0,5.06222
14249,2021-11-03,8,2,548.0,7.87055
10660,2021-11-03,9,2,682.0,9.09889
10657,2021-11-03,10,2,611.0,9.10167
14242,2021-11-03,11,2,594.0,9.12111
10665,2021-11-03,12,2,658.0,12.68222
14248,2021-11-03,13,2,600.0,8.74111
14236,2021-11-03,14,2,561.0,7.82389
14241,2021-11-03,15,2,577.0,8.06056
14238,2021-11-03,16,2,646.0,9.26167
14239,2021-11-03,17,2,612.0,7.7
14247,2021-11-03,18,2,627.0,8.24222
10662,2021-11-03,19,2,669.0,9.02834
14240,2021-11-03,20,2,633.0,7.87667
10659,2021-11-03,21,2,461.0,5.67223
10664,2021-11-03,22,2,388.0,4.41167
10661,2021-11-03,23,2,429.0,4.68667
87,2021-11-04,0,3,328.0,3.76056
88,2021-11-04,1,3,185.0,2.07889
79,2021-11-04,2,3,85.0,1.03
80,2021-11-04,3,3,61.0,0.85611
83,2021-11-04,4,3,42.0,0.615
75,2021-11-04,5,3,100.0,1.26834
7025,2021-11-04,6,3,211.0,2.62167
81,2021-11-04,7,3,389.0,5.7
7029,2021-11-04,8,3,575.0,9.73333
7032,2021-11-04,9,3,642.0,9.66945
7027,2021-11-04,10,3,544.0,8.76389
7033,2021-11-04,11,3,461.0,6.73111
76,2021-11-04,12,3,623.0,8.77944
7031,2021-11-04,13,3,628.0,8.45833
7030,2021-11-04,14,3,615.0,8.36611
7028,2021-11-04,15,3,636.0,8.45056
74,2021-11-04,16,3,655.0,10.22278
77,2021-11-04,17,3,695.0,10.07723
85,2021-11-04,18,3,686.0,9.77111
82,2021-11-04,19,3,686.0,8.64833
84,2021-11-04,20,3,668.0,8.80333
7026,2021-11-04,21,3,502.0,6.21167
78,2021-11-04,22,3,416.0,5.16334
86,2021-11-04,23,3,544.0,6.355
1483,2021-11-05,0,4,406.0,4.49722
5385,2021-11-05,1,4,221.0,2.60945
5384,2021-11-05,2,4,167.0,1.80722
1482,2021-11-05,3,4,104.0,1.29
5383,2021-11-05,4,4,83.0,1.09611
1481,2021-11-05,5,4,98.0,1.19667
5382,2021-11-05,6,4,215.0,2.83111
1480,2021-11-05,7,4,364.0,4.98667
1479,2021-11-05,8,4,522.0,8.43889
1478,2021-11-05,9,4,597.0,8.28056
5381,2021-11-05,10,4,535.0,10.455
5380,2021-11-05,11,4,554.0,8.31778
5379,2021-11-05,12,4,666.0,9.16667
5378,2021-11-05,13,4,600.0,8.34222
5377,2021-11-05,14,4,549.0,7.04445
1477,2021-11-05,15,4,588.0,8.45334
1476,2021-11-05,16,4,637.0,8.28945
5376,2021-11-05,17,4,618.0,10.05334
1475,2021-11-05,18,4,631.0,8.16333
5375,2021-11-05,19,4,660.0,7.93889
1474,2021-11-05,20,4,671.0,8.59667
1473,2021-11-05,21,4,584.0,7.235
1472,2021-11-05,22,4,461.0,5.58555
1471,2021-11-05,23,4,491.0,6.27056
5257,2021-11-06,0,5,412.0,4.82556
5258,2021-11-06,1,5,364.0,4.53667
5259,2021-11-06,2,5,291.0,3.26222
4924,2021-11-06,3,5,214.0,2.66834
4925,2021-11-06,4,5,167.0,1.97556
4926,2021-11-06,5,5,135.0,1.80889
4927,2021-11-06,6,5,136.0,1.54945
5260,2021-11-06,7,5,224.0,3.02222
5261,2021-11-06,8,5,310.0,3.96222
5262,2021-11-06,9,5,333.0,4.18333
5263,2021-11-06,10,5,457.0,6.03556
4928,2021-11-06,11,5,464.0,5.94445
5264,2021-11-06,12,5,515.0,6.94167
5265,2021-11-06,13,5,540.0,6.25833
5266,2021-11-06,14,5,504.0,6.29445
5267,2021-11-06,15,5,565.0,7.28111
4929,2021-11-06,16,5,660.0,8.97444
5268,2021-11-06,17,5,567.0,8.13111
4930,2021-11-06,18,5,603.0,8.59778
5269,2021-11-06,19,5,582.0,9.35
5270,2021-11-06,20,5,538.0,6.94889
4931,2021-11-06,21,5,456.0,5.86111
5271,2021-11-06,22,5,439.0,5.70667
4932,2021-11-06,23,5,437.0,5.195
9943,2021-11-07,0,6,454.0,5.56556
3888,2021-11-07,1,6,394.0,4.59167
9942,2021-11-07,2,6,256.0,2.68167
3887,2021-11-07,3,6,218.0,2.73611
9941,2021-11-07,4,6,203.0,2.35778
3886,2021-11-07,5,6,154.0,1.95
9940,2021-11-07,6,6,107.0,1.27945
3885,2021-11-07,7,6,126.0,1.59056
3884,2021-11-07,8,6,145.0,1.95278
9939,2021-11-07,9,6,237.0,2.83889
3883,2021-11-07,10,6,346.0,4.075
9938,2021-11-07,11,6,423.0,5.0
3882,2021-11-07,12,6,481.0,5.77945
3881,2021-11-07,13,6,494.0,5.85333
3880,2021-11-07,14,6,514.0,6.18389
9937,2021-11-07,15,6,526.0,6.15111
3879,2021-11-07,16,6,581.0,6.94778
3878,2021-11-07,17,6,573.0,7.34889
9936,2021-11-07,18,6,629.0,8.04389
9935,2021-11-07,19,6,556.0,6.70722
3877,2021-11-07,20,6,535.0,6.09334
9934,2021-11-07,21,6,353.0,3.81278
3876,2021-11-07,22,6,346.0,4.04445
9933,2021-11-07,23,6,264.0,3.55
3101,2021-11-08,0,0,185.0,2.26167
1858,2021-11-08,1,0,92.0,1.15722
3100,2021-11-08,2,0,68.0,0.86389
3099,2021-11-08,3,0,39.0,0.56944
1857,2021-11-08,4,0,32.0,0.49778
1856,2021-11-08,5,0,69.0,0.77945
1855,2021-11-08,6,0,240.0,2.96445
3098,2021-11-08,7,0,429.0,5.95667
1854,2021-11-08,8,0,575.0,7.84722
3097,2021-11-08,9,0,590.0,8.20389
3096,2021-11-08,10,0,554.0,9.08222
3095,2021-11-08,11,0,554.0,8.62611
1853,2021-11-08,12,0,577.0,8.38167
3094,2021-11-08,13,0,605.0,9.35167
1852,2021-11-08,14,0,606.0,8.93389
3093,2021-11-08,15,0,599.0,8.35278
3092,2021-11-08,16,0,536.0,7.16056
1851,2021-11-08,17,0,631.0,8.63611
3091,2021-11-08,18,0,579.0,6.55278
1850,2021-11-08,19,0,653.0,6.99111
1849,2021-11-08,20,0,612.0,7.09056
1848,2021-11-08,21,0,386.0,4.36
3090,2021-11-08,22,0,323.0,4.05111
3089,2021-11-08,23,0,342.0,3.985
3318,2021-11-09,0,1,230.0,2.93723
3317,2021-11-09,1,1,114.0,1.46333
3316,2021-11-09,2,1,81.0,1.015
506,2021-11-09,3,1,50.0,0.76889
3315,2021-11-09,4,1,38.0,0.53
3314,2021-11-09,5,1,82.0,1.01778
505,2021-11-09,6,1,186.0,2.14667
3313,2021-11-09,7,1,396.0,4.69945
3312,2021-11-09,8,1,571.0,8.04611
3311,2021-11-09,9,1,567.0,8.42556
504,2021-11-09,10,1,604.0,8.99611
3310,2021-11-09,11,1,540.0,13.56944
3309,2021-11-09,12,1,665.0,16.14445
503,2021-11-09,13,1,545.0,7.96611
502,2021-11-09,14,1,559.0,7.82833
501,2021-11-09,15,1,649.0,9.20333
500,2021-11-09,16,1,740.0,9.18056
499,2021-11-09,17,1,626.0,8.31334
3308,2021-11-09,18,1,652.0,7.31889
498,2021-11-09,19,1,716.0,7.89444
3307,2021-11-09,20,1,684.0,8.16278
497,2021-11-09,21,1,426.0,4.94389
496,2021-11-09,22,1,426.0,4.94667
3306,2021-11-09,23,1,405.0,4.32389
18690,2021-11-10,0,2,275.0,3.09667
31645,2021-11-10,1,2,190.0,2.26333
31644,2021-11-10,2,2,110.0,1.25334
18689,2021-11-10,3,2,39.0,0.59778
31643,2021-11-10,4,2,55.0,0.775
31642,2021-11-10,5,2,102.0,1.27889
31641,2021-11-10,6,2,201.0,2.52722
31640,2021-11-10,7,2,398.0,5.17167
18688,2021-11-10,8,2,570.0,7.23834
31639,2021-11-10,9,2,611.0,7.62445
31638,2021-11-10,10,2,491.0,13.9
31637,2021-11-10,11,2,523.0,21.36111
18687,2021-11-10,12,2,577.0,20.355
18686,2021-11-10,13,2,632.0,7.47056
31636,2021-11-10,14,2,665.0,9.50667
18685,2021-11-10,15,2,691.0,8.50111
31635,2021-11-10,16,2,680.0,8.37333
31634,2021-11-10,17,2,636.0,7.96556
18684,2021-11-10,18,2,717.0,9.56223
18683,2021-11-10,19,2,703.0,7.96667
31633,2021-11-10,20,2,745.0,8.44056
31632,2021-11-10,21,2,563.0,6.82556
18682,2021-11-10,22,2,492.0,5.91722
31631,2021-11-10,23,2,433.0,4.68833
31204,2021-11-11,0,3,386.0,3.27167
18361,2021-11-11,1,3,285.0,3.40722
16979,2021-11-11,2,3,210.0,2.36167
30986,2021-11-11,3,3,137.0,1.75389
31078,2021-11-11,4,3,145.0,1.82056
17065,2021-11-11,5,3,101.0,1.39667
17084,2021-11-11,6,3,127.0,1.59222
30828,2021-11-11,7,3,211.0,2.63667
30326,2021-11-11,8,3,281.0,3.70389
30383,2021-11-11,9,3,374.0,4.38889
30386,2021-11-11,10,3,453.0,5.50722
17229,2021-11-11,11,3,532.0,6.07111
30525,2021-11-11,12,3,597.0,7.63945
30609,2021-11-11,13,3,550.0,7.285
17675,2021-11-11,14,3,526.0,6.92611
30435,2021-11-11,15,3,519.0,6.615
30482,2021-11-11,16,3,578.0,7.79834
30885,2021-11-11,17,3,522.0,11.49111
16918,2021-11-11,18,3,622.0,8.92111
30893,2021-11-11,19,3,605.0,7.66611
31340,2021-11-11,20,3,605.0,6.90278
17989,2021-11-11,21,3,396.0,4.51722
18054,2021-11-11,22,3,387.0,4.94167
18386,2021-11-11,23,3,383.0,4.61945
31522,2021-11-12,0,4,333.0,4.05111
18504,2021-11-12,1,4,170.0,2.18278
18503,2021-11-12,2,4,125.0,1.48833
31521,2021-11-12,3,4,61.0,0.76833
18502,2021-11-12,4,4,69.0,0.89833
18501,2021-11-12,5,4,81.0,1.02778
18500,2021-11-12,6,4,188.0,2.08723
31520,2021-11-12,7,4,417.0,5.04167
31519,2021-11-12,8,4,503.0,6.52111
18499,2021-11-12,9,4,583.0,6.90333
31518,2021-11-12,10,4,517.0,7.49333
18498,2021-11-12,11,4,598.0,9.14778
31517,2021-11-12,12,4,621.0,9.37778
18497,2021-11-12,13,4,636.0,8.27778
18496,2021-11-12,14,4,687.0,8.20334
31516,2021-11-12,15,4,690.0,8.74667
31515,2021-11-12,16,4,747.0,14.5
31514,2021-11-12,17,4,749.0,12.30889
18495,2021-11-12,18,4,692.0,10.82723
31513,2021-11-12,19,4,713.0,9.43
31512,2021-11-12,20,4,640.0,7.90556
18494,2021-11-12,21,4,435.0,5.43334
31511,2021-11-12,22,4,392.0,4.89389
18493,2021-11-12,23,4,458.0,5.58611
7137,2021-11-13,0,5,369.0,4.62889
7138,2021-11-13,1,5,263.0,3.03445
7139,2021-11-13,2,5,255.0,2.87
7140,2021-11-13,3,5,184.0,2.29723
8332,2021-11-13,4,5,134.0,1.6
7141,2021-11-13,5,5,125.0,1.58889
8333,2021-11-13,6,5,143.0,1.565
8334,2021-11-13,7,5,170.0,2.15056
7142,2021-11-13,8,5,290.0,3.84889
7143,2021-11-13,9,5,316.0,3.36389
8335,2021-11-13,10,5,434.0,6.15889
7144,2021-11-13,11,5,498.0,6.75667
8336,2021-11-13,12,5,524.0,6.83833
8337,2021-11-13,13,5,511.0,6.50222
7145,2021-11-13,14,5,519.0,7.08333
8338,2021-11-13,15,5,533.0,6.92167
8340,2021-11-13,16,5,563.0,8.965
8342,2021-11-13,17,5,526.0,7.36167
7146,2021-11-13,18,5,606.0,9.32167
8344,2021-11-13,19,5,647.0,8.96056
7147,2021-11-13,20,5,572.0,7.95167
7148,2021-11-13,21,5,427.0,5.61722
8346,2021-11-13,22,5,390.0,4.92278
7149,2021-11-13,23,5,402.0,5.07278
32271,2021-11-14,0,6,422.0,5.18722
32272,2021-11-14,1,6,327.0,3.96222
19459,2021-11-14,2,6,309.0,3.66889
32273,2021-11-14,3,6,249.0,2.96167
19460,2021-11-14,4,6,144.0,1.88
32274,2021-11-14,5,6,116.0,1.53278
19461,2021-11-14,6,6,101.0,1.24278
32275,2021-11-14,7,6,112.0,1.30223
32276,2021-11-14,8,6,116.0,1.31667
32277,2021-11-14,9,6,172.0,1.87834
32278,2021-11-14,10,6,272.0,3.32222
32279,2021-11-14,11,6,363.0,4.26445
32280,2021-11-14,12,6,418.0,4.78111
19462,2021-11-14,13,6,398.0,4.72889
19463,2021-11-14,14,6,484.0,5.94667
19464,2021-11-14,15,6,551.0,7.09056
32281,2021-11-14,16,6,565.0,7.75278
19465,2021-11-14,17,6,529.0,6.85722
19467,2021-11-14,18,6,498.0,6.31556
19469,2021-11-14,19,6,537.0,6.38389
32282,2021-11-14,20,6,457.0,5.60611
19471,2021-11-14,21,6,334.0,3.92
32283,2021-11-14,22,6,325.0,3.67112
32284,2021-11-14,23,6,286.0,3.645
7912,2021-11-15,0,0,184.0,2.25722
7910,2021-11-15,1,0,129.0,1.56889
7909,2021-11-15,2,0,43.0,0.555
9254,2021-11-15,3,0,43.0,0.705
7908,2021-11-15,4,0,39.0,0.47333
9253,2021-11-15,5,0,90.0,1.09722
9252,2021-11-15,6,0,201.0,2.53611
7907,2021-11-15,7,0,468.0,6.47556
6968,2021-11-15,8,0,643.0,7.02667
6967,2021-11-15,9,0,618.0,7.61445
8580,2021-11-15,10,0,551.0,7.52555
6966,2021-11-15,11,0,585.0,8.44389
8579,2021-11-15,12,0,669.0,8.99556
8578,2021-11-15,13,0,616.0,7.88556
8577,2021-11-15,14,0,608.0,8.57056
8576,2021-11-15,15,0,598.0,8.45167
6965,2021-11-15,16,0,648.0,11.34222
8575,2021-11-15,17,0,646.0,8.05444
8574,2021-11-15,18,0,657.0,7.55556
6964,2021-11-15,19,0,710.0,7.80444
6963,2021-11-15,20,0,596.0,7.00444
6962,2021-11-15,21,0,367.0,4.67445
6961,2021-11-15,22,0,356.0,4.24278
8573,2021-11-15,23,0,300.0,3.70111
32063,2021-11-16,0,1,238.0,2.93056
32064,2021-11-16,1,1,110.0,1.39667
32065,2021-11-16,2,1,69.0,0.87222
32066,2021-11-16,3,1,27.0,0.44667
18948,2021-11-16,4,1,35.0,0.55389
18949,2021-11-16,5,1,91.0,0.945
32067,2021-11-16,6,1,207.0,2.22
32068,2021-11-16,7,1,376.0,5.19278
18950,2021-11-16,8,1,572.0,8.64944
32069,2021-11-16,9,1,696.0,9.66111
18951,2021-11-16,10,1,638.0,10.05389
32070,2021-11-16,11,1,612.0,8.14889
32071,2021-11-16,12,1,654.0,10.04945
32072,2021-11-16,13,1,625.0,8.01
18952,2021-11-16,14,1,632.0,8.28333
32073,2021-11-16,15,1,619.0,8.39055
32074,2021-11-16,16,1,633.0,9.07722
32075,2021-11-16,17,1,641.0,9.64722
18953,2021-11-16,18,1,681.0,8.33611
18752,2021-11-16,19,1,711.0,7.95
31740,2021-11-16,20,1,625.0,6.90556
31741,2021-11-16,21,1,398.0,5.06389
18753,2021-11-16,22,1,453.0,5.22722
18754,2021-11-16,23,1,412.0,4.43167
15584,2021-11-17,0,2,367.0,4.46167
29116,2021-11-17,1,2,175.0,2.06834
29115,2021-11-17,2,2,113.0,1.28389
29114,2021-11-17,3,2,58.0,0.73611
29113,2021-11-17,4,2,56.0,0.82278
15583,2021-11-17,5,2,72.0,0.92333
29112,2021-11-17,6,2,197.0,2.545
15582,2021-11-17,7,2,401.0,5.32111
15581,2021-11-17,8,2,537.0,6.30167
15580,2021-11-17,9,2,644.0,7.98556
29111,2021-11-17,10,2,567.0,8.735
29110,2021-11-17,11,2,601.0,9.54667
15579,2021-11-17,12,2,625.0,10.74278
29109,2021-11-17,13,2,612.0,8.60389
29108,2021-11-17,14,2,591.0,8.10667
15578,2021-11-17,15,2,672.0,9.78889
29107,2021-11-17,16,2,664.0,10.10389
15577,2021-11-17,17,2,658.0,9.71667
15576,2021-11-17,18,2,725.0,10.11167
29106,2021-11-17,19,2,735.0,9.42778
29105,2021-11-17,20,2,730.0,11.84222
15575,2021-11-17,21,2,444.0,5.88945
15574,2021-11-17,22,2,426.0,4.80555
29104,2021-11-17,23,2,468.0,5.12333
31323,2021-11-18,0,3,438.0,6.47667
28302,2021-11-18,1,3,215.0,2.49389
28303,2021-11-18,2,3,133.0,1.57833
31324,2021-11-18,3,3,62.0,0.855
28304,2021-11-18,4,3,54.0,0.75278
28305,2021-11-18,5,3,121.0,1.38056
31325,2021-11-18,6,3,219.0,2.60834
28306,2021-11-18,7,3,360.0,4.59333
28307,2021-11-18,8,3,611.0,7.32056
31326,2021-11-18,9,3,630.0,7.22945
28308,2021-11-18,10,3,545.0,7.01444
28309,2021-11-18,11,3,566.0,7.46611
28310,2021-11-18,12,3,689.0,8.73389
28311,2021-11-18,13,3,568.0,7.64278
28312,2021-11-18,14,3,690.0,11.335
28313,2021-11-18,15,3,672.0,9.81611
31327,2021-11-18,16,3,692.0,10.74667
28314,2021-11-18,17,3,680.0,8.84167
31328,2021-11-18,18,3,705.0,8.42889
31329,2021-11-18,19,3,767.0,9.65334
28315,2021-11-18,20,3,755.0,9.75834
28316,2021-11-18,21,3,478.0,5.57945
28317,2021-11-18,22,3,469.0,5.57834
31330,2021-11-18,23,3,511.0,5.925
27422,2021-11-19,0,4,474.0,5.59667
27421,2021-11-19,1,4,279.0,3.11389
27420,2021-11-19,2,4,168.0,1.815
27419,2021-11-19,3,4,125.0,1.49278
27418,2021-11-19,4,4,93.0,1.12833
27417,2021-11-19,5,4,114.0,1.36611
27416,2021-11-19,6,4,217.0,2.6
27935,2021-11-19,7,4,363.0,4.56389
27934,2021-11-19,8,4,590.0,7.72889
27933,2021-11-19,9,4,643.0,7.89
27932,2021-11-19,10,4,650.0,10.89778
27415,2021-11-19,11,4,640.0,11.68945
27931,2021-11-19,12,4,690.0,10.05389
27930,2021-11-19,13,4,668.0,9.80556
27414,2021-11-19,14,4,662.0,9.41778
27929,2021-11-19,15,4,687.0,10.8
27928,2021-11-19,16,4,683.0,10.32333
27413,2021-11-19,17,4,664.0,10.80945
27412,2021-11-19,18,4,671.0,8.95611
27927,2021-11-19,19,4,672.0,8.32944
27926,2021-11-19,20,4,659.0,8.76889
27411,2021-11-19,21,4,597.0,7.87778
27925,2021-11-19,22,4,461.0,5.68056
27924,2021-11-19,23,4,507.0,6.44278
26595,2021-11-20,0,5,485.0,6.06945
26596,2021-11-20,1,5,380.0,4.23445
28158,2021-11-20,2,5,404.0,4.62
26597,2021-11-20,3,5,317.0,3.70167
28159,2021-11-20,4,5,263.0,3.15
26598,2021-11-20,5,5,202.0,2.44445
26599,2021-11-20,6,5,177.0,2.05222
28160,2021-11-20,7,5,210.0,2.72055
28161,2021-11-20,8,5,385.0,4.45556
28162,2021-11-20,9,5,448.0,5.50111
28163,2021-11-20,10,5,507.0,7.26167
26600,2021-11-20,11,5,549.0,7.64222
26601,2021-11-20,12,5,526.0,7.66167
26602,2021-11-20,13,5,566.0,7.47778
26603,2021-11-20,14,5,527.0,6.74056
26604,2021-11-20,15,5,368.0,4.97944
26605,2021-11-20,16,5,582.0,7.31389
28164,2021-11-20,17,5,538.0,6.72667
28165,2021-11-20,18,5,549.0,7.40111
28166,2021-11-20,19,5,578.0,7.75111
28167,2021-11-20,20,5,568.0,8.14222
28168,2021-11-20,21,5,604.0,7.33833
26606,2021-11-20,22,5,542.0,7.06
26607,2021-11-20,23,5,501.0,5.98556
22874,2021-11-21,0,6,504.0,5.95389
24486,2021-11-21,1,6,475.0,5.35167
24485,2021-11-21,2,6,391.0,4.30722
24484,2021-11-21,3,6,340.0,3.99834
24483,2021-11-21,4,6,302.0,3.67278
22873,2021-11-21,5,6,189.0,2.32111
24482,2021-11-21,6,6,155.0,1.76111
24481,2021-11-21,7,6,141.0,1.86889
22872,2021-11-21,8,6,189.0,2.40611
24480,2021-11-21,9,6,255.0,2.86667
22871,2021-11-21,10,6,383.0,4.59945
24479,2021-11-21,11,6,441.0,5.34833
24478,2021-11-21,12,6,568.0,6.90222
24477,2021-11-21,13,6,577.0,7.21333
24476,2021-11-21,14,6,551.0,7.51889
22870,2021-11-21,15,6,617.0,9.10222
22869,2021-11-21,16,6,593.0,7.59556
22868,2021-11-21,17,6,586.0,8.53834
22867,2021-11-21,18,6,599.0,7.54445
24475,2021-11-21,19,6,591.0,7.23389
24474,2021-11-21,20,6,612.0,7.69056
24473,2021-11-21,21,6,407.0,4.61722
24472,2021-11-21,22,6,352.0,4.5
24471,2021-11-21,23,6,286.0,3.46667
34489,2021-11-22,0,0,236.0,2.91
34580,2021-11-22,1,0,133.0,1.66167
34581,2021-11-22,2,0,65.0,1.24556
34582,2021-11-22,3,0,37.0,0.58722
34583,2021-11-22,4,0,35.0,0.55834
34584,2021-11-22,5,0,112.0,1.245
34585,2021-11-22,6,0,243.0,2.72722
34586,2021-11-22,7,0,433.0,6.16111
34587,2021-11-22,8,0,587.0,7.95945
34490,2021-11-22,9,0,633.0,8.09611
34588,2021-11-22,10,0,583.0,7.60778
34589,2021-11-22,11,0,588.0,8.66
34491,2021-11-22,12,0,630.0,8.85055
34492,2021-11-22,13,0,570.0,7.55222
34590,2021-11-22,14,0,574.0,9.21056
34493,2021-11-22,15,0,626.0,10.66611
34494,2021-11-22,16,0,623.0,9.26945
34495,2021-11-22,17,0,622.0,8.05111
34496,2021-11-22,18,0,627.0,7.25333
34591,2021-11-22,19,0,676.0,7.39945
34592,2021-11-22,20,0,613.0,6.82333
34497,2021-11-22,21,0,427.0,4.76611
34593,2021-11-22,22,0,364.0,4.44611
34498,2021-11-22,23,0,432.0,4.94889
33788,2021-11-23,0,1,274.0,3.435
33789,2021-11-23,1,1,141.0,1.70611
33790,2021-11-23,2,1,66.0,0.85945
33378,2021-11-23,3,1,38.0,0.49611
33791,2021-11-23,4,1,47.0,0.69
33379,2021-11-23,5,1,99.0,1.17556
33380,2021-11-23,6,1,236.0,2.86889
33381,2021-11-23,7,1,414.0,5.80278
33792,2021-11-23,8,1,585.0,13.91278
33793,2021-11-23,9,1,693.0,9.70444
33382,2021-11-23,10,1,637.0,10.31334
33383,2021-11-23,11,1,637.0,10.45445
33384,2021-11-23,12,1,696.0,9.38667
33794,2021-11-23,13,1,673.0,9.43556
33385,2021-11-23,14,1,721.0,9.53945
33386,2021-11-23,15,1,728.0,9.79445
33387,2021-11-23,16,1,678.0,9.28945
33388,2021-11-23,17,1,748.0,11.145
33389,2021-11-23,18,1,743.0,10.18833
33390,2021-11-23,19,1,749.0,8.42834
33391,2021-11-23,20,1,750.0,9.79722
33392,2021-11-23,21,1,488.0,5.91333
33795,2021-11-23,22,1,465.0,5.67833
33393,2021-11-23,23,1,494.0,5.78389
33464,2021-11-24,0,2,366.0,3.97611
33463,2021-11-24,1,2,229.0,2.665
33462,2021-11-24,2,2,125.0,1.575
33461,2021-11-24,3,2,52.0,0.69556
33460,2021-11-24,4,2,59.0,0.72445
33595,2021-11-24,5,2,111.0,1.32278
33594,2021-11-24,6,2,227.0,2.62889
33593,2021-11-24,7,2,383.0,4.98945
33592,2021-11-24,8,2,650.0,7.59722
33459,2021-11-24,9,2,648.0,8.24778
33591,2021-11-24,10,2,648.0,9.95667
33458,2021-11-24,11,2,616.0,9.16944
33457,2021-11-24,12,2,726.0,13.58722
33590,2021-11-24,13,2,623.0,8.02722
33456,2021-11-24,14,2,645.0,9.41334
33589,2021-11-24,15,2,647.0,9.88056
33455,2021-11-24,16,2,656.0,8.62223
33454,2021-11-24,17,2,686.0,9.15611
33588,2021-11-24,18,2,778.0,9.02722
33453,2021-11-24,19,2,714.0,8.74889
33452,2021-11-24,20,2,761.0,9.86944
33451,2021-11-24,21,2,493.0,6.275
33450,2021-11-24,22,2,425.0,5.30278
33449,2021-11-24,23,2,533.0,6.25944
25669,2021-11-25,0,3,395.0,4.75389
24418,2021-11-25,1,3,238.0,2.62667
24419,2021-11-25,2,3,148.0,1.76778
25670,2021-11-25,3,3,71.0,0.97722
24420,2021-11-25,4,3,63.0,0.80389
25671,2021-11-25,5,3,110.0,1.32667
25672,2021-11-25,6,3,234.0,2.805
25673,2021-11-25,7,3,384.0,5.09056
24421,2021-11-25,8,3,581.0,7.66167
24422,2021-11-25,9,3,623.0,10.38056
24423,2021-11-25,10,3,597.0,11.21944
24424,2021-11-25,11,3,598.0,8.64333
24425,2021-11-25,12,3,681.0,10.11611
25674,2021-11-25,13,3,600.0,7.09945
24426,2021-11-25,14,3,695.0,12.20889
25675,2021-11-25,15,3,646.0,14.77556
25676,2021-11-25,16,3,662.0,10.565
24427,2021-11-25,17,3,664.0,13.94723
25677,2021-11-25,18,3,734.0,11.48056
24428,2021-11-25,19,3,806.0,10.64667
25678,2021-11-25,20,3,785.0,9.69
25679,2021-11-25,21,3,576.0,7.16223
24429,2021-11-25,22,3,546.0,6.75556
25680,2021-11-25,23,3,559.0,6.29333
17858,2021-11-26,0,4,494.0,5.98889
22440,2021-11-26,1,4,328.0,3.64889
22442,2021-11-26,2,4,216.0,2.60833
22444,2021-11-26,3,4,144.0,1.69611
17859,2021-11-26,4,4,102.0,1.34833
17860,2021-11-26,5,4,126.0,1.57833
17861,2021-11-26,6,4,222.0,3.08
17862,2021-11-26,7,4,378.0,6.07111
17863,2021-11-26,8,4,553.0,7.22945
17864,2021-11-26,9,4,656.0,9.13945
17865,2021-11-26,10,4,675.0,15.5
17866,2021-11-26,11,4,701.0,13.30833
22446,2021-11-26,12,4,689.0,11.14111
22448,2021-11-26,13,4,653.0,9.63278
22450,2021-11-26,14,4,622.0,8.36389
