,date,heure,weekday,Débit horaire,Taux d'occupation
42766,2022-02-13,4,6,227.0,1.19667
56400,2022-02-13,5,6,147.0,0.86444
56399,2022-02-13,6,6,154.0,0.80611
56398,2022-02-13,7,6,205.0,1.41
42765,2022-02-13,8,6,263.0,1.84278
56397,2022-02-13,9,6,284.0,1.81333
56396,2022-02-13,10,6,401.0,2.48111
42764,2022-02-13,11,6,531.0,3.80667
42763,2022-02-13,12,6,697.0,4.66667
42762,2022-02-13,13,6,675.0,4.04667
42761,2022-02-13,14,6,778.0,5.23445
56395,2022-02-13,15,6,706.0,4.89222
56394,2022-02-13,16,6,681.0,3.97334
42760,2022-02-13,17,6,745.0,5.26667
42759,2022-02-13,18,6,755.0,4.60611
42758,2022-02-13,19,6,898.0,5.49055
42757,2022-02-13,20,6,609.0,3.20889
56393,2022-02-13,21,6,492.0,2.67667
42756,2022-02-13,22,6,434.0,2.405
42755,2022-02-13,23,6,307.0,1.74833
134014,2022-02-14,0,0,199.0,1.36945
134013,2022-02-14,1,0,97.0,0.45167
44386,2022-02-14,2,0,82.0,0.54445
44385,2022-02-14,3,0,60.0,0.37945
44384,2022-02-14,4,0,65.0,0.33889
134012,2022-02-14,5,0,143.0,0.98111
44383,2022-02-14,6,0,259.0,1.95667
134011,2022-02-14,7,0,496.0,3.50833
134010,2022-02-14,8,0,784.0,16.01833
134009,2022-02-14,9,0,762.0,10.66222
44382,2022-02-14,10,0,760.0,6.20278
134008,2022-02-14,11,0,746.0,5.44
44381,2022-02-14,12,0,735.0,5.32056
134007,2022-02-14,13,0,662.0,4.13445
44380,2022-02-14,14,0,775.0,5.89445
134006,2022-02-14,15,0,684.0,5.18945
134005,2022-02-14,16,0,750.0,5.60667
134004,2022-02-14,17,0,921.0,7.80667
44379,2022-02-14,18,0,1032.0,22.30222
44378,2022-02-14,19,0,953.0,7.90389
134003,2022-02-14,20,0,718.0,4.74445
44377,2022-02-14,21,0,463.0,2.82833
134002,2022-02-14,23,0,351.0,2.03722
18027,2022-02-15,0,1,271.0,1.62111
10283,2022-02-15,1,1,156.0,0.825
10284,2022-02-15,2,1,103.0,0.56722
18028,2022-02-15,3,1,72.0,0.37056
10285,2022-02-15,4,1,72.0,0.39389
18029,2022-02-15,5,1,107.0,0.65611
18030,2022-02-15,6,1,287.0,2.45611
10286,2022-02-15,7,1,472.0,3.55222
10287,2022-02-15,8,1,752.0,17.85223
18031,2022-02-15,9,1,759.0,11.90167
10288,2022-02-15,10,1,682.0,6.52333
18032,2022-02-15,11,1,703.0,5.41889
18033,2022-02-15,12,1,819.0,5.78834
10289,2022-02-15,13,1,700.0,4.43611
10290,2022-02-15,14,1,768.0,6.27667
10291,2022-02-15,15,1,717.0,4.55222
18034,2022-02-15,16,1,997.0,19.72111
18035,2022-02-15,17,1,1114.0,19.21334
10292,2022-02-15,18,1,1150.0,14.68389
10293,2022-02-15,19,1,999.0,20.30334
18036,2022-02-15,20,1,892.0,10.30278
18037,2022-02-15,21,1,492.0,3.11667
10294,2022-02-15,22,1,522.0,3.39444
10295,2022-02-15,23,1,677.0,4.82167
27342,2022-02-16,0,2,420.0,2.67167
27340,2022-02-16,1,2,198.0,1.28111
1826,2022-02-16,2,2,138.0,0.86333
1825,2022-02-16,3,2,77.0,0.45611
1824,2022-02-16,4,2,62.0,0.42
27338,2022-02-16,5,2,111.0,0.65889
27336,2022-02-16,6,2,270.0,1.67834
1823,2022-02-16,7,2,477.0,3.93167
1822,2022-02-16,8,2,725.0,16.03333
27334,2022-02-16,9,2,767.0,8.28667
1821,2022-02-16,10,2,638.0,5.92611
1820,2022-02-16,11,2,634.0,5.23167
27332,2022-02-16,12,2,795.0,5.69889
27330,2022-02-16,13,2,878.0,6.14833
1819,2022-02-16,14,2,876.0,6.83778
27328,2022-02-16,15,2,909.0,34.49667
1818,2022-02-16,16,2,890.0,20.36334
1817,2022-02-16,17,2,890.0,24.01389
1816,2022-02-16,18,2,1056.0,20.77611
27326,2022-02-16,19,2,1047.0,32.64278
27324,2022-02-16,20,2,890.0,8.61334
1815,2022-02-16,21,2,613.0,3.685
27322,2022-02-16,22,2,531.0,3.40445
1814,2022-02-16,23,2,389.0,2.28222
79660,2022-02-17,0,3,293.0,1.83167
93990,2022-02-17,1,3,193.0,1.09278
93991,2022-02-17,2,3,134.0,0.87167
93992,2022-02-17,3,3,76.0,0.39278
93993,2022-02-17,4,3,90.0,0.42667
93994,2022-02-17,5,3,142.0,0.81778
79662,2022-02-17,6,3,265.0,1.76
93995,2022-02-17,7,3,476.0,3.48389
93996,2022-02-17,8,3,811.0,6.08389
93997,2022-02-17,9,3,778.0,16.26945
93998,2022-02-17,10,3,683.0,4.96945
79664,2022-02-17,11,3,745.0,12.93945
79666,2022-02-17,12,3,860.0,5.66334
93999,2022-02-17,13,3,803.0,5.53389
94000,2022-02-17,14,3,800.0,5.96167
94001,2022-02-17,15,3,787.0,5.83945
79668,2022-02-17,16,3,932.0,10.14889
94002,2022-02-17,17,3,947.0,17.34111
94003,2022-02-17,18,3,1065.0,23.63667
79670,2022-02-17,19,3,1064.0,21.96278
79672,2022-02-17,20,3,811.0,7.67889
94004,2022-02-17,21,3,527.0,2.95222
79674,2022-02-17,22,3,461.0,2.64389
94005,2022-02-17,23,3,408.0,2.345
165089,2022-02-18,0,4,331.0,1.92611
165088,2022-02-18,1,4,166.0,0.91111
165087,2022-02-18,2,4,152.0,0.94222
165086,2022-02-18,3,4,153.0,0.95056
165085,2022-02-18,4,4,103.0,0.65222
102156,2022-02-18,5,4,178.0,1.14278
165084,2022-02-18,6,4,348.0,2.37334
165083,2022-02-18,7,4,673.0,4.56167
165082,2022-02-18,8,4,956.0,7.23722
165081,2022-02-18,9,4,743.0,7.73167
102155,2022-02-18,10,4,798.0,5.80222
165080,2022-02-18,11,4,860.0,7.63278
102154,2022-02-18,12,4,932.0,13.52222
102153,2022-02-18,13,4,926.0,27.23389
165079,2022-02-18,14,4,999.0,39.625
102152,2022-02-18,15,4,833.0,38.47722
102151,2022-02-18,16,4,987.0,39.065
102150,2022-02-18,17,4,859.0,28.55833
102149,2022-02-18,18,4,953.0,53.95
102148,2022-02-18,19,4,1037.0,24.54167
102147,2022-02-18,20,4,872.0,23.19222
102146,2022-02-18,21,4,673.0,3.91278
165078,2022-02-18,22,4,545.0,3.01667
102145,2022-02-18,23,4,541.0,3.50111
125960,2022-02-19,0,5,416.0,2.25278
125961,2022-02-19,1,5,301.0,1.63278
125962,2022-02-19,2,5,275.0,1.41445
104352,2022-02-19,3,5,176.0,0.93611
125963,2022-02-19,4,5,154.0,0.91778
125964,2022-02-19,5,5,202.0,1.09445
125965,2022-02-19,6,5,182.0,1.13222
125966,2022-02-19,7,5,266.0,1.44556
104353,2022-02-19,8,5,331.0,2.14333
125967,2022-02-19,9,5,510.0,3.13833
104354,2022-02-19,10,5,581.0,3.95833
104355,2022-02-19,11,5,736.0,5.48555
125968,2022-02-19,12,5,834.0,5.39278
125969,2022-02-19,13,5,808.0,5.73834
104356,2022-02-19,14,5,697.0,4.45111
104357,2022-02-19,15,5,724.0,4.53945
125970,2022-02-19,16,5,927.0,6.05333
104358,2022-02-19,17,5,765.0,4.92222
125971,2022-02-19,18,5,869.0,6.03278
125972,2022-02-19,19,5,896.0,6.14944
125973,2022-02-19,20,5,710.0,4.46834
104359,2022-02-19,21,5,484.0,2.53389
125974,2022-02-19,22,5,439.0,2.71778
104360,2022-02-19,23,5,424.0,2.35111
124704,2022-02-20,0,6,363.0,1.91222
124703,2022-02-20,1,6,305.0,1.62056
124702,2022-02-20,2,6,281.0,1.53611
124701,2022-02-20,3,6,221.0,1.22278
124700,2022-02-20,4,6,173.0,0.94
124699,2022-02-20,5,6,174.0,0.79278
124698,2022-02-20,6,6,140.0,0.71056
107191,2022-02-20,7,6,184.0,1.27555
107190,2022-02-20,8,6,198.0,1.30167
107189,2022-02-20,9,6,281.0,1.67111
107188,2022-02-20,10,6,412.0,2.12611
107187,2022-02-20,11,6,612.0,3.74
107186,2022-02-20,12,6,678.0,4.13055
107185,2022-02-20,13,6,575.0,3.36278
124697,2022-02-20,14,6,600.0,3.55278
124696,2022-02-20,15,6,686.0,3.99167
124695,2022-02-20,16,6,808.0,5.39389
107184,2022-02-20,17,6,715.0,4.98667
107183,2022-02-20,18,6,708.0,4.41222
107182,2022-02-20,19,6,741.0,4.56556
124694,2022-02-20,20,6,501.0,2.51722
124693,2022-02-20,21,6,392.0,2.20111
107181,2022-02-20,22,6,360.0,1.94445
107180,2022-02-20,23,6,244.0,1.53667
107317,2022-02-21,0,0,171.0,1.09445
86181,2022-02-21,1,0,122.0,0.71333
86183,2022-02-21,2,0,78.0,0.49056
107318,2022-02-21,3,0,69.0,0.43056
107319,2022-02-21,4,0,46.0,0.27778
107320,2022-02-21,5,0,131.0,0.715
86185,2022-02-21,6,0,225.0,1.62167
86187,2022-02-21,7,0,450.0,3.11445
86189,2022-02-21,8,0,739.0,5.77722
107321,2022-02-21,9,0,827.0,6.49
107322,2022-02-21,10,0,688.0,5.23556
107323,2022-02-21,11,0,761.0,5.35723
86191,2022-02-21,12,0,675.0,4.37
107324,2022-02-21,13,0,736.0,4.81278
86193,2022-02-21,14,0,730.0,4.75834
86195,2022-02-21,15,0,653.0,4.95611
107325,2022-02-21,16,0,679.0,5.20111
86197,2022-02-21,17,0,724.0,4.82445
107326,2022-02-21,18,0,799.0,5.15222
107327,2022-02-21,19,0,809.0,5.53167
86199,2022-02-21,20,0,515.0,2.80722
107328,2022-02-21,21,0,428.0,2.21278
86201,2022-02-21,22,0,374.0,2.06056
107329,2022-02-21,23,0,296.0,1.85167
100393,2022-02-22,0,1,183.0,1.02111
150586,2022-02-22,1,1,114.0,0.60556
100392,2022-02-22,2,1,95.0,0.46945
100391,2022-02-22,3,1,67.0,0.5
100390,2022-02-22,4,1,53.0,0.22111
150585,2022-02-22,5,1,135.0,0.76722
150584,2022-02-22,6,1,302.0,2.15611
100389,2022-02-22,7,1,419.0,3.02278
100388,2022-02-22,8,1,649.0,4.79223
150583,2022-02-22,9,1,663.0,5.12556
150582,2022-02-22,10,1,608.0,4.45667
150581,2022-02-22,11,1,720.0,5.04111
150580,2022-02-22,12,1,693.0,4.18111
150579,2022-02-22,13,1,782.0,7.46
100387,2022-02-22,14,1,619.0,4.44056
100386,2022-02-22,15,1,655.0,4.38111
150578,2022-02-22,16,1,718.0,6.02056
150577,2022-02-22,17,1,812.0,6.43667
150576,2022-02-22,18,1,794.0,5.315
150575,2022-02-22,19,1,966.0,6.32056
100385,2022-02-22,20,1,711.0,4.62722
150574,2022-02-22,21,1,450.0,2.185
150573,2022-02-22,22,1,427.0,1.88389
150572,2022-02-22,23,1,338.0,1.775
87851,2022-02-23,0,2,247.0,1.42222
87852,2022-02-23,1,2,153.0,0.57611
87853,2022-02-23,2,2,91.0,0.51889
87854,2022-02-23,3,2,77.0,0.46223
87855,2022-02-23,4,2,70.0,0.36
87856,2022-02-23,5,2,129.0,0.69833
87857,2022-02-23,6,2,239.0,1.56723
86822,2022-02-23,7,2,475.0,3.34111
87858,2022-02-23,8,2,638.0,4.57056
161078,2022-02-23,9,2,785.0,5.92278
87574,2022-02-23,10,2,666.0,4.75722
161079,2022-02-23,11,2,679.0,4.99111
161080,2022-02-23,12,2,782.0,5.27111
87575,2022-02-23,13,2,727.0,4.88612
161081,2022-02-23,14,2,701.0,4.73278
87576,2022-02-23,15,2,743.0,5.14556
87577,2022-02-23,16,2,709.0,4.84389
87578,2022-02-23,17,2,889.0,7.07889
87579,2022-02-23,18,2,976.0,7.26111
161082,2022-02-23,19,2,1004.0,6.50834
161083,2022-02-23,20,2,703.0,4.06222
161084,2022-02-23,21,2,455.0,2.41334
87580,2022-02-23,22,2,506.0,3.20056
87581,2022-02-23,23,2,456.0,2.61389
134686,2022-02-24,0,3,340.0,1.93722
134687,2022-02-24,1,3,222.0,1.15055
110410,2022-02-24,2,3,129.0,0.85667
110412,2022-02-24,3,3,100.0,0.62278
134688,2022-02-24,4,3,76.0,0.45611
134689,2022-02-24,5,3,139.0,0.92333
110414,2022-02-24,6,3,252.0,1.94056
134690,2022-02-24,7,3,440.0,3.34222
134691,2022-02-24,8,3,600.0,4.81611
134692,2022-02-24,9,3,618.0,5.07167
110416,2022-02-24,10,3,588.0,4.41611
110418,2022-02-24,11,3,669.0,4.52111
110420,2022-02-24,12,3,763.0,5.08056
134693,2022-02-24,13,3,818.0,5.50333
134694,2022-02-24,14,3,615.0,4.18889
134695,2022-02-24,15,3,745.0,5.80111
134696,2022-02-24,16,3,893.0,7.28667
134697,2022-02-24,17,3,973.0,17.35667
134698,2022-02-24,18,3,1092.0,12.96556
134699,2022-02-24,19,3,1028.0,9.44778
110422,2022-02-24,20,3,837.0,5.895
110424,2022-02-24,21,3,533.0,2.77278
110426,2022-02-24,22,3,426.0,2.58278
134700,2022-02-24,23,3,374.0,2.17
128014,2022-02-25,0,4,253.0,1.53111
128013,2022-02-25,1,4,195.0,0.97111
128012,2022-02-25,2,4,165.0,1.10833
155307,2022-02-25,3,4,131.0,0.77611
155306,2022-02-25,4,4,80.0,0.44222
155305,2022-02-25,5,4,146.0,0.94445
155304,2022-02-25,6,4,253.0,1.83944
155303,2022-02-25,7,4,392.0,2.95222
128011,2022-02-25,8,4,629.0,4.555
155302,2022-02-25,9,4,689.0,5.19722
155301,2022-02-25,10,4,762.0,6.20833
128010,2022-02-25,11,4,818.0,6.47333
128009,2022-02-25,12,4,926.0,11.77389
128008,2022-02-25,13,4,845.0,6.00722
128007,2022-02-25,14,4,1025.0,8.60611
128006,2022-02-25,15,4,883.0,8.39389
155300,2022-02-25,16,4,938.0,8.65222
128005,2022-02-25,17,4,997.0,16.57833
155299,2022-02-25,18,4,943.0,6.63722
155298,2022-02-25,19,4,1009.0,11.52555
155297,2022-02-25,20,4,654.0,4.30445
128004,2022-02-25,21,4,503.0,2.85167
128003,2022-02-25,22,4,453.0,2.44056
155296,2022-02-25,23,4,363.0,2.32222
111847,2022-02-26,0,5,333.0,1.91111
111848,2022-02-26,1,5,263.0,1.28
99191,2022-02-26,2,5,268.0,1.46722
111849,2022-02-26,3,5,159.0,1.08112
99192,2022-02-26,4,5,136.0,0.93278
99193,2022-02-26,5,5,175.0,3.11556
111850,2022-02-26,6,5,221.0,1.46333
99194,2022-02-26,7,5,291.0,1.93778
99195,2022-02-26,8,5,358.0,2.38778
99196,2022-02-26,9,5,439.0,2.95834
99197,2022-02-26,10,5,634.0,4.79112
111851,2022-02-26,11,5,731.0,4.94722
99198,2022-02-26,12,5,742.0,4.14111
99199,2022-02-26,13,5,669.0,4.26222
99200,2022-02-26,14,5,757.0,5.08445
99201,2022-02-26,15,5,714.0,4.70445
99202,2022-02-26,16,5,601.0,3.43944
99203,2022-02-26,17,5,645.0,4.17667
111852,2022-02-26,18,5,697.0,4.65667
111853,2022-02-26,19,5,758.0,4.59778
99204,2022-02-26,20,5,771.0,4.88111
111854,2022-02-26,21,5,503.0,2.985
111855,2022-02-26,22,5,534.0,3.58556
99205,2022-02-26,23,5,536.0,3.53667
122717,2022-02-27,0,6,387.0,2.28111
90985,2022-02-27,1,6,274.0,1.49556
122718,2022-02-27,2,6,265.0,1.49389
122719,2022-02-27,3,6,189.0,1.05667
122720,2022-02-27,4,6,150.0,0.92778
90986,2022-02-27,5,6,135.0,0.68278
122721,2022-02-27,6,6,150.0,0.71444
122722,2022-02-27,7,6,157.0,0.96833
90987,2022-02-27,8,6,202.0,1.445
122723,2022-02-27,9,6,280.0,1.87056
122724,2022-02-27,10,6,427.0,3.00056
90988,2022-02-27,11,6,577.0,3.58611
90989,2022-02-27,12,6,662.0,3.98334
90990,2022-02-27,13,6,652.0,4.235
122725,2022-02-27,14,6,724.0,4.725
122726,2022-02-27,15,6,794.0,5.08722
122727,2022-02-27,16,6,696.0,4.38556
122728,2022-02-27,17,6,683.0,4.34056
122729,2022-02-27,18,6,892.0,7.88111
90991,2022-02-27,19,6,972.0,8.84111
90992,2022-02-27,20,6,834.0,5.39056
90993,2022-02-27,21,6,694.0,3.96167
90994,2022-02-27,22,6,369.0,2.14944
122730,2022-02-27,23,6,299.0,1.795
121643,2022-02-28,0,0,195.0,1.18445
121644,2022-02-28,1,0,100.0,0.49167
121645,2022-02-28,2,0,91.0,0.51444
121646,2022-02-28,3,0,67.0,0.47722
121647,2022-02-28,4,0,54.0,0.28
91592,2022-02-28,5,0,123.0,0.78667
121648,2022-02-28,6,0,254.0,2.04111
91593,2022-02-28,7,0,474.0,3.54222
91594,2022-02-28,8,0,839.0,10.34
91595,2022-02-28,9,0,753.0,6.88278
121649,2022-02-28,10,0,746.0,6.24445
121650,2022-02-28,11,0,675.0,5.09222
121651,2022-02-28,12,0,701.0,4.82278
121652,2022-02-28,13,0,674.0,4.56889
91596,2022-02-28,14,0,710.0,4.78556
91597,2022-02-28,15,0,684.0,5.18111
121653,2022-02-28,16,0,745.0,4.82167
121654,2022-02-28,17,0,905.0,7.26667
121655,2022-02-28,18,0,954.0,7.01334
91598,2022-02-28,19,0,1010.0,7.175
121656,2022-02-28,20,0,639.0,3.58111
121657,2022-02-28,21,0,467.0,2.41944
121658,2022-02-28,22,0,389.0,2.02722
91599,2022-02-28,23,0,306.0,1.81
171334,2022-03-01,0,1,210.0,1.07
170981,2022-03-01,1,1,117.0,0.65556
171323,2022-03-01,2,1,65.0,0.38612
13906,2022-03-01,3,1,83.0,0.46889
13453,2022-03-01,4,1,83.0,0.505
11995,2022-03-01,5,1,109.0,0.69056
8807,2022-03-01,6,1,270.0,2.32722
13859,2022-03-01,7,1,438.0,3.19222
10908,2022-03-01,8,1,734.0,5.57167
9503,2022-03-01,9,1,784.0,6.13722
7277,2022-03-01,10,1,802.0,6.70278
9635,2022-03-01,11,1,772.0,5.64389
8234,2022-03-01,12,1,731.0,4.80111
8863,2022-03-01,13,1,773.0,5.13556
10776,2022-03-01,14,1,793.0,5.955
8708,2022-03-01,15,1,756.0,5.07334
8154,2022-03-01,16,1,810.0,6.485
8248,2022-03-01,17,1,1019.0,10.81333
9693,2022-03-01,18,1,1110.0,20.49555
8585,2022-03-01,19,1,1043.0,18.01278
12917,2022-03-01,20,1,704.0,4.145
12139,2022-03-01,21,1,463.0,2.35
8119,2022-03-01,22,1,374.0,2.17445
6980,2022-03-01,23,1,335.0,1.76778
2226,2022-03-02,0,2,247.0,1.47
2231,2022-03-02,1,2,129.0,0.59445
2225,2022-03-02,2,2,107.0,0.60667
3644,2022-03-02,3,2,56.0,0.32834
2223,2022-03-02,4,2,69.0,0.415
2227,2022-03-02,5,2,113.0,0.70167
2224,2022-03-02,6,2,246.0,1.54556
2229,2022-03-02,7,2,422.0,3.16
2230,2022-03-02,8,2,639.0,4.96167
3643,2022-03-02,9,2,620.0,5.17167
3645,2022-03-02,10,2,741.0,5.10056
2228,2022-03-02,11,2,755.0,5.27056
3637,2022-03-02,12,2,749.0,5.225
2222,2022-03-02,13,2,705.0,4.45833
3638,2022-03-02,14,2,742.0,4.95667
2220,2022-03-02,15,2,859.0,6.34889
2221,2022-03-02,16,2,779.0,6.19055
3641,2022-03-02,17,2,1052.0,8.53667
3634,2022-03-02,18,2,1117.0,15.30056
3639,2022-03-02,19,2,1101.0,22.03945
3640,2022-03-02,20,2,707.0,6.91944
3635,2022-03-02,21,2,495.0,2.69945
3642,2022-03-02,22,2,416.0,2.32444
3636,2022-03-02,23,2,386.0,2.13889
5284,2022-03-03,0,3,256.0,1.40834
5294,2022-03-03,1,3,163.0,0.96389
5163,2022-03-03,2,3,110.0,0.64056
5153,2022-03-03,3,3,91.0,0.45778
5166,2022-03-03,4,3,76.0,0.40222
5157,2022-03-03,5,3,117.0,0.81
5274,2022-03-03,6,3,230.0,1.76389
5151,2022-03-03,7,3,379.0,2.82056
5169,2022-03-03,8,3,578.0,4.48889
5272,2022-03-03,9,3,679.0,4.31944
5278,2022-03-03,10,3,754.0,5.78278
5292,2022-03-03,11,3,784.0,5.38223
5155,2022-03-03,12,3,699.0,4.62667
5160,2022-03-03,13,3,651.0,4.08167
5280,2022-03-03,14,3,823.0,5.11889
5290,2022-03-03,15,3,709.0,4.90611
5286,2022-03-03,16,3,868.0,8.39278
5147,2022-03-03,17,3,1089.0,12.94389
5288,2022-03-03,18,3,1176.0,16.4
5145,2022-03-03,19,3,1094.0,18.605
5276,2022-03-03,20,3,730.0,4.11278
5172,2022-03-03,21,3,498.0,2.535
5282,2022-03-03,22,3,390.0,2.15
5149,2022-03-03,23,3,334.0,1.84111
17827,2022-03-04,0,4,315.0,1.70556
17826,2022-03-04,1,4,205.0,0.99278
17825,2022-03-04,2,4,107.0,0.295
18670,2022-03-04,3,4,97.0,0.24611
17824,2022-03-04,4,4,86.0,0.535
18669,2022-03-04,5,4,142.0,0.85556
18668,2022-03-04,6,4,259.0,1.68167
18667,2022-03-04,7,4,467.0,3.53167
18666,2022-03-04,8,4,743.0,5.625
17823,2022-03-04,9,4,624.0,4.64056
17822,2022-03-04,10,4,679.0,4.93722
17821,2022-03-04,11,4,738.0,5.13556
14970,2022-03-15,16,1,832.0,6.48111
15108,2022-03-15,17,1,883.0,7.44111
15490,2022-03-15,18,1,993.0,12.31278
14999,2022-03-15,19,1,988.0,24.90611
15928,2022-03-15,20,1,702.0,4.24945
16061,2022-03-15,21,1,469.0,2.57167
15662,2022-03-15,22,1,406.0,2.15111
15981,2022-03-15,23,1,372.0,1.98722
89773,2022-03-16,0,2,220.0,1.08945
78069,2022-03-16,1,2,133.0,0.73556
78091,2022-03-16,2,2,106.0,0.57111
80606,2022-03-16,3,2,61.0,0.28
85828,2022-03-16,4,2,78.0,0.44722
81436,2022-03-16,5,2,111.0,0.645
86580,2022-03-16,6,2,234.0,1.9
86773,2022-03-16,7,2,524.0,3.86945
80353,2022-03-16,8,2,833.0,6.57944
87481,2022-03-16,9,2,860.0,9.40111
88124,2022-03-16,10,2,729.0,5.30723
80228,2022-03-16,11,2,791.0,5.50111
89832,2022-03-16,12,2,828.0,5.71722
78473,2022-03-16,13,2,807.0,6.50667
78806,2022-03-16,14,2,777.0,5.94611
90494,2022-03-16,15,2,735.0,5.75389
77344,2022-03-16,16,2,775.0,6.30167
59826,2022-03-16,17,2,1071.0,16.09833
77850,2022-03-16,18,2,1026.0,13.22222
58275,2022-03-16,19,2,973.0,9.38222
59191,2022-03-16,20,2,663.0,4.23333
57484,2022-03-16,21,2,470.0,2.54722
59777,2022-03-16,22,2,411.0,2.33334
59834,2022-03-16,23,2,376.0,1.96333
59969,2022-03-17,0,3,308.0,1.93611
55611,2022-03-17,1,3,151.0,0.77222
60516,2022-03-17,2,3,123.0,0.60778
60745,2022-03-17,3,3,106.0,0.57778
56026,2022-03-17,4,3,103.0,0.52611
58483,2022-03-17,5,3,126.0,0.73389
62016,2022-03-17,6,3,284.0,1.815
54821,2022-03-17,7,3,483.0,4.20111
62453,2022-03-17,8,3,809.0,5.71056
62532,2022-03-17,9,3,744.0,5.09111
54795,2022-03-17,10,3,766.0,5.93222
54833,2022-03-17,11,3,818.0,7.40334
57505,2022-03-17,12,3,793.0,6.56778
57068,2022-03-17,13,3,801.0,5.34611
57350,2022-03-17,14,3,776.0,5.68556
56997,2022-03-17,15,3,800.0,8.00778
55623,2022-03-17,16,3,868.0,8.59056
55887,2022-03-17,17,3,966.0,18.85445
55952,2022-03-17,18,3,901.0,33.12278
60922,2022-03-17,19,3,1023.0,14.34445
22972,2022-03-17,20,3,739.0,4.74056
23498,2022-03-17,21,3,498.0,7.855
32759,2022-03-17,22,3,453.0,2.44778
32842,2022-03-17,23,3,383.0,2.33445
48051,2022-03-18,0,4,284.0,1.54833
48130,2022-03-18,1,4,200.0,1.09223
48442,2022-03-18,2,4,138.0,0.83333
51484,2022-03-18,3,4,145.0,0.72834
34673,2022-03-18,4,4,117.0,0.66222
34817,2022-03-18,5,4,153.0,0.91389
52197,2022-03-18,6,4,234.0,1.68945
48861,2022-03-18,7,4,541.0,3.77056
49123,2022-03-18,8,4,761.0,6.97167
47720,2022-03-18,9,4,687.0,5.00889
33641,2022-03-18,10,4,727.0,5.71111
34144,2022-03-18,11,4,922.0,7.43833
54199,2022-03-18,12,4,844.0,5.74389
32352,2022-03-18,13,4,813.0,5.33667
54494,2022-03-18,14,4,941.0,8.38722
54747,2022-03-18,15,4,916.0,6.63556
49397,2022-03-18,16,4,1011.0,8.96056
38475,2022-03-18,17,4,1044.0,11.91556
35677,2022-03-18,18,4,1034.0,7.61445
32086,2022-03-18,19,4,967.0,14.23945
32406,2022-03-18,20,4,823.0,6.53056
32710,2022-03-18,21,4,597.0,3.16278
53377,2022-03-18,22,4,471.0,2.67889
53615,2022-03-18,23,4,420.0,2.44389
50062,2022-03-19,0,5,390.0,2.03111
36750,2022-03-19,1,5,270.0,1.45833
51208,2022-03-19,2,5,211.0,1.18444
37088,2022-03-19,3,5,168.0,0.65667
37696,2022-03-19,4,5,137.0,0.69278
47376,2022-03-19,5,5,136.0,0.73222
52533,2022-03-19,6,5,177.0,1.07111
52606,2022-03-19,7,5,252.0,1.51056
49043,2022-03-19,8,5,355.0,2.09222
52339,2022-03-19,9,5,530.0,3.08111
52640,2022-03-19,10,5,726.0,4.53333
36776,2022-03-19,11,5,878.0,7.11945
53227,2022-03-19,12,5,874.0,5.36611
33912,2022-03-19,13,5,810.0,4.77444
53646,2022-03-19,14,5,808.0,5.19778
37952,2022-03-19,15,5,757.0,4.23889
47774,2022-03-19,16,5,777.0,5.00722
47890,2022-03-19,17,5,751.0,5.38389
38579,2022-03-19,18,5,843.0,5.95111
23943,2022-03-19,19,5,1102.0,13.38944
54478,2022-03-19,20,5,890.0,11.75833
31407,2022-03-19,21,5,508.0,2.90056
31664,2022-03-19,22,5,368.0,1.91556
24340,2022-03-19,23,5,424.0,2.38111
50040,2022-03-20,0,6,404.0,2.00556
50849,2022-03-20,1,6,328.0,1.55389
36208,2022-03-20,2,6,269.0,1.46389
36231,2022-03-20,3,6,203.0,0.98556
34794,2022-03-20,4,6,183.0,0.96389
34859,2022-03-20,5,6,179.0,0.91889
38734,2022-03-20,6,6,165.0,1.48389
38784,2022-03-20,7,6,175.0,1.01722
39095,2022-03-20,8,6,230.0,1.36889
39249,2022-03-20,9,6,300.0,1.93111
35367,2022-03-20,10,6,490.0,3.01167
35586,2022-03-20,11,6,683.0,4.54167
37070,2022-03-20,12,6,862.0,5.80944
37647,2022-03-20,13,6,649.0,3.97445
49494,2022-03-20,14,6,736.0,4.51889
45714,2022-03-20,15,6,796.0,6.02333
40923,2022-03-20,16,6,743.0,4.36333
46354,2022-03-20,17,6,803.0,5.44945
41033,2022-03-20,18,6,1036.0,10.24222
40934,2022-03-20,19,6,746.0,4.25667
45496,2022-03-20,20,6,623.0,3.47944
44441,2022-03-20,21,6,490.0,2.67333
43274,2022-03-20,22,6,381.0,2.24056
43578,2022-03-20,23,6,295.0,1.68222
46780,2022-03-21,0,0,211.0,1.335
46818,2022-03-21,1,0,106.0,0.44111
43948,2022-03-21,2,0,77.0,0.41222
39439,2022-03-21,3,0,44.0,0.23778
39786,2022-03-21,4,0,57.0,3.35445
40217,2022-03-21,5,0,110.0,0.66056
42241,2022-03-21,6,0,239.0,1.89667
43497,2022-03-21,7,0,520.0,3.99778
44499,2022-03-21,8,0,829.0,6.84167
39460,2022-03-21,9,0,759.0,13.72
45900,2022-03-21,10,0,674.0,5.09278
46160,2022-03-21,11,0,585.0,3.825
41106,2022-03-21,12,0,769.0,4.59667
41238,2022-03-21,13,0,722.0,4.55445
44031,2022-03-21,14,0,726.0,4.88334
41042,2022-03-21,15,0,675.0,4.84556
41859,2022-03-21,16,0,805.0,5.95611
