,date,heure,weekday,Débit horaire,Taux d'occupation
150,2021-11-01,3,0,1222.0,42.87945
7504,2021-11-01,4,0,1033.0,44.35278
7508,2021-11-01,5,0,824.0,20.16222
7501,2021-11-01,6,0,710.0,12.2
7509,2021-11-01,7,0,947.0,40.57222
7507,2021-11-01,8,0,1150.0,60.34889
7512,2021-11-01,9,0,1164.0,52.065
151,2021-11-01,10,0,1046.0,62.80611
7506,2021-11-01,11,0,942.0,77.85389
7511,2021-11-01,12,0,783.0,66.825
147,2021-11-01,13,0,1126.0,48.08667
152,2021-11-01,14,0,1081.0,56.61778
148,2021-11-01,15,0,1159.0,76.20889
146,2021-11-01,16,0,1077.0,47.72444
7510,2021-11-01,17,0,1004.0,37.98056
7503,2021-11-01,18,0,869.0,30.185
153,2021-11-01,19,0,993.0,30.05556
7502,2021-11-01,20,0,1176.0,31.18556
149,2021-11-01,21,0,882.0,21.34889
7505,2021-11-01,22,0,730.0,11.04056
145,2021-11-01,23,0,569.0,9.05111
3736,2021-11-02,0,1,697.0,18.65556
2737,2021-11-02,1,1,637.0,13.30278
2735,2021-11-02,2,1,973.0,38.66945
2736,2021-11-02,3,1,171.0,2.185
3737,2021-11-02,4,1,371.0,7.01334
3735,2021-11-02,5,1,532.0,19.6
3733,2021-11-02,6,1,659.0,7.26778
2734,2021-11-02,7,1,1041.0,12.38333
2733,2021-11-02,8,1,1298.0,32.46556
2732,2021-11-02,9,1,1309.0,30.51056
3734,2021-11-02,10,1,1285.0,56.54833
2728,2021-11-02,11,1,1254.0,51.59833
2725,2021-11-02,12,1,1190.0,50.99667
3729,2021-11-02,13,1,927.0,70.71278
2727,2021-11-02,14,1,879.0,72.09667
2724,2021-11-02,15,1,1103.0,42.42
2731,2021-11-02,16,1,1045.0,47.99722
3731,2021-11-02,17,1,1185.0,35.50333
2730,2021-11-02,18,1,1197.0,31.96111
2726,2021-11-02,19,1,1166.0,25.90556
2729,2021-11-02,20,1,1056.0,19.07833
3730,2021-11-02,21,1,838.0,15.42111
3728,2021-11-02,22,1,792.0,16.78833
3732,2021-11-02,23,1,964.0,22.04389
2634,2021-11-03,0,2,796.0,25.82889
3893,2021-11-03,1,2,591.0,14.52056
3896,2021-11-03,2,2,438.0,12.32833
3905,2021-11-03,3,2,275.0,7.67611
2637,2021-11-03,4,2,318.0,12.37778
3900,2021-11-03,5,2,401.0,6.64555
3895,2021-11-03,6,2,708.0,8.12111
2636,2021-11-03,7,2,1135.0,12.43611
2632,2021-11-03,8,2,1312.0,18.91111
3903,2021-11-03,9,2,1337.0,27.75556
2631,2021-11-03,10,2,1151.0,26.845
3907,2021-11-03,11,2,1222.0,33.59056
3894,2021-11-03,12,2,1115.0,46.065
2635,2021-11-03,13,2,1048.0,50.29778
2638,2021-11-03,14,2,1112.0,37.57
3899,2021-11-03,15,2,1184.0,39.62833
2633,2021-11-03,16,2,1235.0,35.13111
2639,2021-11-03,17,2,1212.0,31.86889
3901,2021-11-03,18,2,1064.0,40.67223
3904,2021-11-03,19,2,1316.0,31.19222
3898,2021-11-03,20,2,1203.0,26.24278
3897,2021-11-03,21,2,814.0,17.30667
3906,2021-11-03,22,2,782.0,16.10333
3902,2021-11-03,23,2,775.0,14.39333
3455,2021-11-04,0,3,787.0,12.09889
1842,2021-11-04,1,3,473.0,6.29889
3451,2021-11-04,2,3,355.0,5.01334
3452,2021-11-04,3,3,273.0,3.49334
1843,2021-11-04,4,3,280.0,3.42389
1838,2021-11-04,5,3,357.0,3.96334
3448,2021-11-04,6,3,704.0,9.15889
1847,2021-11-04,7,3,1013.0,11.26278
1846,2021-11-04,8,3,1236.0,14.98667
1845,2021-11-04,9,3,1288.0,17.59445
1850,2021-11-04,10,3,1171.0,20.52167
1841,2021-11-04,11,3,1136.0,38.72389
1839,2021-11-04,12,3,1289.0,39.195
1849,2021-11-04,13,3,1229.0,50.80833
1844,2021-11-04,14,3,1352.0,51.14945
1836,2021-11-04,15,3,1439.0,46.12667
1837,2021-11-04,16,3,1320.0,45.28389
1840,2021-11-04,17,3,1283.0,38.62556
3447,2021-11-04,18,3,1115.0,28.22222
3454,2021-11-04,19,3,960.0,22.61611
1848,2021-11-04,20,3,939.0,19.89611
3453,2021-11-04,21,3,823.0,20.20945
3450,2021-11-04,22,3,801.0,14.29889
3449,2021-11-04,23,3,778.0,12.64278
1436,2021-11-05,0,4,735.0,10.10722
1567,2021-11-05,1,4,608.0,7.72167
1435,2021-11-05,2,4,517.0,7.64945
1566,2021-11-05,3,4,371.0,4.82889
1565,2021-11-05,4,4,308.0,3.67833
1564,2021-11-05,5,4,383.0,5.16833
1434,2021-11-05,6,4,715.0,7.985
1433,2021-11-05,7,4,1009.0,11.66611
1432,2021-11-05,8,4,1181.0,15.73722
1563,2021-11-05,9,4,1178.0,17.81445
1431,2021-11-05,10,4,1189.0,23.47667
1430,2021-11-05,11,4,1037.0,38.20833
1429,2021-11-05,12,4,1140.0,41.30556
1428,2021-11-05,13,4,1034.0,40.48389
1562,2021-11-05,14,4,1150.0,31.23556
1427,2021-11-05,15,4,1215.0,32.33889
1426,2021-11-05,16,4,1206.0,36.725
1425,2021-11-05,17,4,1211.0,30.18333
1561,2021-11-05,18,4,1218.0,41.94944
1424,2021-11-05,19,4,1273.0,34.03945
1423,2021-11-05,20,4,1215.0,25.87555
1422,2021-11-05,21,4,1117.0,23.68
1421,2021-11-05,22,4,1213.0,27.43167
1560,2021-11-05,23,4,1187.0,22.85278
1023,2021-11-06,0,5,1263.0,25.09222
508,2021-11-06,1,5,1105.0,20.82889
1024,2021-11-06,2,5,909.0,17.84445
1025,2021-11-06,3,5,711.0,8.53666
509,2021-11-06,4,5,1408.0,12.06056
510,2021-11-06,5,5,466.0,6.52333
1026,2021-11-06,6,5,435.0,5.28667
511,2021-11-06,7,5,502.0,6.06945
512,2021-11-06,8,5,999.0,13.64834
1027,2021-11-06,9,5,847.0,14.115
513,2021-11-06,10,5,963.0,17.72889
514,2021-11-06,11,5,1108.0,28.46556
515,2021-11-06,12,5,1339.0,47.59611
1028,2021-11-06,13,5,1122.0,43.33167
1029,2021-11-06,14,5,1168.0,33.70778
516,2021-11-06,15,5,1253.0,33.64333
1030,2021-11-06,16,5,1254.0,36.94778
517,2021-11-06,17,5,1144.0,30.66945
518,2021-11-06,18,5,1111.0,29.21722
519,2021-11-06,19,5,1286.0,36.27111
520,2021-11-06,20,5,1367.0,34.89111
1031,2021-11-06,21,5,1284.0,32.81611
521,2021-11-06,22,5,1192.0,36.4
1032,2021-11-06,23,5,1297.0,33.75111
2964,2021-11-07,0,6,1302.0,28.37278
2963,2021-11-07,1,6,1176.0,27.87167
2709,2021-11-07,2,6,1090.0,21.23111
2962,2021-11-07,3,6,1123.0,27.535
2961,2021-11-07,4,6,963.0,37.525
2708,2021-11-07,5,6,921.0,29.64611
2707,2021-11-07,6,6,424.0,4.93722
2706,2021-11-07,7,6,363.0,4.12889
2960,2021-11-07,8,6,439.0,4.97556
2705,2021-11-07,9,6,598.0,8.43722
2959,2021-11-07,10,6,695.0,11.09223
2704,2021-11-07,11,6,837.0,17.99667
2703,2021-11-07,12,6,866.0,20.78333
2702,2021-11-07,13,6,963.0,28.26278
2958,2021-11-07,14,6,1049.0,26.33611
2701,2021-11-07,15,6,992.0,23.85
2700,2021-11-07,16,6,1052.0,31.78
2957,2021-11-07,17,6,1057.0,28.76222
2956,2021-11-07,18,6,1032.0,26.34389
2699,2021-11-07,19,6,1053.0,25.49889
2955,2021-11-07,20,6,867.0,17.97778
2954,2021-11-07,21,6,907.0,15.04445
2953,2021-11-07,22,6,790.0,10.98389
2698,2021-11-07,23,6,706.0,12.37667
2659,2021-11-08,0,0,606.0,7.79611
2658,2021-11-08,1,0,403.0,5.03889
3072,2021-11-08,2,0,310.0,4.55389
2657,2021-11-08,3,0,211.0,2.60278
2656,2021-11-08,4,0,193.0,2.33667
3071,2021-11-08,5,0,331.0,4.21611
2655,2021-11-08,6,0,698.0,7.15389
3070,2021-11-08,7,0,992.0,11.82889
2654,2021-11-08,8,0,1279.0,16.63611
2653,2021-11-08,9,0,1232.0,18.57111
3069,2021-11-08,10,0,1184.0,19.52556
3068,2021-11-08,11,0,1261.0,23.89111
3067,2021-11-08,12,0,1308.0,32.64389
3066,2021-11-08,13,0,1243.0,34.82667
2652,2021-11-08,14,0,1197.0,28.84222
3065,2021-11-08,15,0,1105.0,25.74334
3064,2021-11-08,16,0,1102.0,28.14445
2651,2021-11-08,17,0,1165.0,25.835
2650,2021-11-08,18,0,1093.0,25.11056
2649,2021-11-08,19,0,1134.0,21.91111
2648,2021-11-08,20,0,1119.0,22.97667
3063,2021-11-08,21,0,1294.0,23.74
2647,2021-11-08,22,0,1285.0,25.01834
2646,2021-11-08,23,0,1134.0,14.14333
2996,2021-11-09,0,1,721.0,10.09111
595,2021-11-09,1,1,431.0,4.91278
2995,2021-11-09,2,1,278.0,3.41111
2994,2021-11-09,3,1,207.0,2.35056
594,2021-11-09,4,1,209.0,2.41667
2993,2021-11-09,5,1,462.0,5.76722
593,2021-11-09,6,1,898.0,12.17945
2992,2021-11-09,7,1,1096.0,15.84389
592,2021-11-09,8,1,1352.0,20.49
2991,2021-11-09,9,1,1140.8444444444444,24.28537133333333
2990,2021-11-09,10,1,1268.0,38.77722
2989,2021-11-09,11,1,1109.0,35.71889
591,2021-11-09,12,1,1271.0,37.2
590,2021-11-09,13,1,1222.0,36.96111
589,2021-11-09,14,1,1251.0,30.70278
588,2021-11-09,15,1,1214.0,27.97778
2988,2021-11-09,16,1,1305.0,25.91056
587,2021-11-09,17,1,1176.0,28.94444
2987,2021-11-09,18,1,1277.0,31.94778
586,2021-11-09,19,1,1345.0,26.04833
2986,2021-11-09,20,1,1127.0,25.40944
2985,2021-11-09,21,1,906.0,17.85889
585,2021-11-09,22,1,736.0,11.94667
2984,2021-11-09,23,1,659.0,9.39889
898,2021-11-10,0,2,610.0,8.14
897,2021-11-10,1,2,412.0,5.23278
896,2021-11-10,2,2,350.0,4.20056
307,2021-11-10,3,2,270.0,3.24389
895,2021-11-10,4,2,304.0,4.54333
894,2021-11-10,5,2,457.0,5.09223
893,2021-11-10,6,2,746.0,8.69389
892,2021-11-10,7,2,1070.0,13.34389
306,2021-11-10,8,2,1112.0,19.96722
305,2021-11-10,9,2,1108.0,23.85445
891,2021-11-10,10,2,1103.0,18.28611
304,2021-11-10,11,2,1146.0,24.16167
890,2021-11-10,12,2,1101.0,31.50778
303,2021-11-10,13,2,1236.0,37.07556
302,2021-11-10,14,2,1124.0,25.86945
301,2021-11-10,15,2,1127.0,29.23889
300,2021-11-10,16,2,1095.0,22.57778
299,2021-11-10,17,2,1106.0,32.17611
889,2021-11-10,18,2,1069.0,23.20778
298,2021-11-10,19,2,1149.0,22.05834
297,2021-11-10,20,2,1136.0,22.35556
296,2021-11-10,21,2,1025.0,16.76445
295,2021-11-10,22,2,985.0,15.51333
294,2021-11-10,23,2,914.0,13.99611
4489,2021-11-11,0,3,871.0,13.90722
7846,2021-11-11,1,3,762.0,12.03556
4259,2021-11-11,2,3,637.0,8.175
7794,2021-11-11,3,3,475.0,6.18278
7826,2021-11-11,4,3,370.0,5.34389
4325,2021-11-11,5,3,354.0,4.45778
7744,2021-11-11,6,3,423.0,4.76222
4331,2021-11-11,7,3,446.0,6.84445
4368,2021-11-11,8,3,223.0,3.49778
4380,2021-11-11,9,3,18.0,0.07445
7631,2021-11-11,10,3,54.0,0.37611
4336,2021-11-11,11,3,146.0,4.26222
7702,2021-11-11,12,3,682.0,10.70167
7717,2021-11-11,13,3,1168.0,44.295
7633,2021-11-11,14,3,1203.0,42.99723
7678,2021-11-11,15,3,1141.0,28.98556
7679,2021-11-11,16,3,1120.0,35.91722
4212,2021-11-11,17,3,1177.0,30.65611
7782,2021-11-11,18,3,1208.0,33.03167
7784,2021-11-11,19,3,1037.0,23.90889
4426,2021-11-11,20,3,1098.0,24.52333
4449,2021-11-11,21,3,1033.0,22.56445
4469,2021-11-11,22,3,909.0,19.135
7909,2021-11-11,23,3,915.0,16.01278
3823,2021-11-12,0,4,824.0,11.78556
3822,2021-11-12,1,4,547.0,6.82611
4064,2021-11-12,2,4,407.0,5.34389
3821,2021-11-12,3,4,255.0,2.84167
4063,2021-11-12,4,4,260.0,4.60667
4062,2021-11-12,5,4,974.0,36.26
3820,2021-11-12,6,4,1200.0,41.27889
3819,2021-11-12,7,4,1180.0,29.91278
4061,2021-11-12,8,4,1030.0,12.98112
4060,2021-11-12,9,4,1008.0,13.99
3818,2021-11-12,10,4,1211.0,21.86667
3817,2021-11-12,11,4,1181.0,24.84667
3816,2021-11-12,12,4,1160.0,38.51111
4059,2021-11-12,13,4,1133.0,35.905
4058,2021-11-12,14,4,1189.0,31.50167
4057,2021-11-12,15,4,1229.0,35.92222
4056,2021-11-12,16,4,1159.0,28.64167
4055,2021-11-12,17,4,1304.0,36.14056
4054,2021-11-12,18,4,1367.0,45.975
4053,2021-11-12,19,4,1342.0,49.41611
3815,2021-11-12,20,4,1202.0,54.07111
3814,2021-11-12,21,4,1036.0,52.84445
4052,2021-11-12,22,4,1198.0,35.47167
4051,2021-11-12,23,4,1165.0,51.14056
3838,2021-11-13,0,5,1241.0,35.68722
4027,2021-11-13,1,5,1127.0,21.39056
3839,2021-11-13,2,5,953.0,13.55389
3840,2021-11-13,3,5,937.0,17.20111
4028,2021-11-13,4,5,616.0,8.51667
4029,2021-11-13,5,5,558.0,6.28667
4030,2021-11-13,6,5,550.0,9.18556
3841,2021-11-13,7,5,687.0,10.35833
3842,2021-11-13,8,5,501.0,3.95556
4031,2021-11-13,9,5,624.0,7.44945
3843,2021-11-13,10,5,808.0,13.18167
4032,2021-11-13,11,5,1120.0,22.52
3844,2021-11-13,12,5,1042.0,18.75778
4033,2021-11-13,13,5,1147.0,23.75
3845,2021-11-13,14,5,1109.0,25.08889
4034,2021-11-13,15,5,994.0,31.80445
4035,2021-11-13,16,5,984.0,31.19222
3846,2021-11-13,17,5,1027.0,26.12
3847,2021-11-13,18,5,1056.0,27.54889
3848,2021-11-13,19,5,1102.0,23.90667
4036,2021-11-13,20,5,996.0,23.60556
3849,2021-11-13,21,5,963.0,27.01333
3850,2021-11-13,22,5,985.0,22.04333
3851,2021-11-13,23,5,969.0,20.25667
2211,2021-11-14,0,6,994.0,23.50444
3372,2021-11-14,1,6,920.0,20.50278
3373,2021-11-14,2,6,902.0,14.81556
3374,2021-11-14,3,6,851.0,10.91056
2212,2021-11-14,4,6,551.0,6.93889
2213,2021-11-14,5,6,489.0,6.09889
2214,2021-11-14,6,6,357.0,3.38667
3375,2021-11-14,7,6,302.0,2.54555
3376,2021-11-14,8,6,387.0,3.03611
2215,2021-11-14,9,6,525.0,7.35667
3377,2021-11-14,10,6,804.0,13.12667
3378,2021-11-14,11,6,950.0,22.42611
2216,2021-11-14,12,6,995.0,23.565
3379,2021-11-14,13,6,992.0,21.73444
3380,2021-11-14,14,6,969.0,45.80389
3381,2021-11-14,15,6,1064.0,39.715
3382,2021-11-14,16,6,1055.0,41.65945
3383,2021-11-14,17,6,1024.0,31.97111
2217,2021-11-14,18,6,1038.0,25.86722
2218,2021-11-14,19,6,967.0,19.85889
3384,2021-11-14,20,6,924.0,22.65111
2219,2021-11-14,21,6,784.0,18.06833
2220,2021-11-14,22,6,839.0,16.32
2221,2021-11-14,23,6,812.0,18.51889
1917,2021-11-15,0,0,629.0,14.63945
1916,2021-11-15,1,0,606.0,17.94944
2064,2021-11-15,2,0,334.0,5.46889
1915,2021-11-15,3,0,329.0,7.83278
2063,2021-11-15,4,0,162.0,6.94723
2062,2021-11-15,5,0,353.0,4.04222
1914,2021-11-15,6,0,762.0,14.17056
1913,2021-11-15,7,0,1252.0,41.86889
1912,2021-11-15,8,0,1117.75,21.842211666666667
2061,2021-11-15,9,0,1102.6304347826087,21.37239239130435
1911,2021-11-15,10,0,1260.0,37.02556
1910,2021-11-15,11,0,1047.0,49.41722
2060,2021-11-15,12,0,1118.0,53.59167
2059,2021-11-15,13,0,1119.0,54.02333
2058,2021-11-15,14,0,931.0,70.54
1909,2021-11-15,15,0,1031.0,65.73222
1908,2021-11-15,16,0,1041.0,56.12167
1906,2021-11-15,17,0,1127.0,43.47945
2057,2021-11-15,18,0,1173.0,30.41223
2056,2021-11-15,19,0,786.0,50.24778
1905,2021-11-15,20,0,782.0,43.76167
2055,2021-11-15,21,0,858.0,32.42778
2054,2021-11-15,22,0,756.0,24.58611
1904,2021-11-15,23,0,770.0,32.53389
8254,2021-11-16,0,1,726.0,28.44056
4835,2021-11-16,1,1,599.0,26.62333
8255,2021-11-16,2,1,434.0,17.13389
4836,2021-11-16,3,1,411.0,19.97333
4837,2021-11-16,4,1,348.0,12.89556
4838,2021-11-16,5,1,343.0,5.445
8256,2021-11-16,6,1,703.0,10.39611
4839,2021-11-16,7,1,1008.0,14.46389
8257,2021-11-16,8,1,1294.0,21.705
4840,2021-11-16,9,1,1356.0,29.75056
4841,2021-11-16,10,1,1171.0,27.69222
4842,2021-11-16,11,1,1321.0,30.30722
8258,2021-11-16,12,1,1333.0,34.72389
8259,2021-11-16,13,1,1272.0,36.11778
4843,2021-11-16,14,1,1236.0,26.90834
8260,2021-11-16,15,1,1298.0,33.61167
8261,2021-11-16,16,1,1173.0,31.34611
8262,2021-11-16,17,1,1166.0,27.55833
8263,2021-11-16,18,1,1273.0,25.58834
8111,2021-11-16,19,1,1249.0,27.26778
4655,2021-11-16,20,1,999.0,20.72278
4656,2021-11-16,21,1,1020.0,29.54945
4657,2021-11-16,22,1,907.0,26.69222
4658,2021-11-16,23,1,820.0,14.20722
5887,2021-11-17,0,2,682.0,10.61889
7151,2021-11-17,1,2,523.0,6.82055
7150,2021-11-17,2,2,382.0,4.05278
5886,2021-11-17,3,2,366.0,6.37722
5885,2021-11-17,4,2,246.0,2.79556
5884,2021-11-17,5,2,342.0,3.04389
5883,2021-11-17,6,2,676.0,6.55389
7149,2021-11-17,7,2,907.0,16.97834
7148,2021-11-17,8,2,1075.0,17.11667
7147,2021-11-17,9,2,1242.0,15.83
5882,2021-11-17,10,2,1199.0,17.92445
5881,2021-11-17,11,2,1239.0,19.435
5880,2021-11-17,12,2,1231.0,29.66056
5879,2021-11-17,13,2,1301.0,29.995
7146,2021-11-17,14,2,1287.0,25.16333
7145,2021-11-17,15,2,1365.0,33.90722
7144,2021-11-17,16,2,1204.0,25.73055
7143,2021-11-17,17,2,1158.0,29.25556
7142,2021-11-17,18,2,1206.0,26.33167
5878,2021-11-17,19,2,1274.0,29.01222
5877,2021-11-17,20,2,1195.0,21.33334
7141,2021-11-17,21,2,929.0,22.58
7140,2021-11-17,22,2,793.0,14.185
7139,2021-11-17,23,2,688.0,13.39611
6271,2021-11-18,0,3,696.0,12.19556
8040,2021-11-18,1,3,548.0,8.43944
8041,2021-11-18,2,3,374.0,4.56278
8042,2021-11-18,3,3,293.0,3.79444
6272,2021-11-18,4,3,256.0,3.30333
6273,2021-11-18,5,3,399.0,5.53834
8043,2021-11-18,6,3,734.0,9.49556
6274,2021-11-18,7,3,1173.0,17.65111
6275,2021-11-18,8,3,1422.0,20.78
8044,2021-11-18,9,3,1703.0,32.45889
6276,2021-11-18,10,3,1319.0,24.49
6277,2021-11-18,11,3,1279.0,24.82945
6278,2021-11-18,12,3,1364.0,32.06889
6279,2021-11-18,13,3,1049.0,50.685
8045,2021-11-18,14,3,1269.0,33.805
8046,2021-11-18,15,3,1342.0,27.62723
8047,2021-11-18,16,3,1211.0,26.305
6280,2021-11-18,17,3,1259.0,33.20556
6281,2021-11-18,18,3,1284.0,29.57778
8048,2021-11-18,19,3,1349.0,28.98445
8049,2021-11-18,20,3,1291.0,29.15167
6282,2021-11-18,21,3,1013.0,30.00167
6283,2021-11-18,22,3,957.0,22.32722
6284,2021-11-18,23,3,978.0,28.48333
5478,2021-11-19,0,4,1123.0,53.87556
8108,2021-11-19,1,4,762.0,26.08667
8107,2021-11-19,2,4,694.0,24.33556
8106,2021-11-19,3,4,467.0,9.85722
5477,2021-11-19,4,4,507.0,9.47445
5476,2021-11-19,5,4,536.0,13.04389
5475,2021-11-19,6,4,821.0,14.675
8105,2021-11-19,7,4,1191.0,17.00056
8104,2021-11-19,8,4,1320.0,13.59
5474,2021-11-19,9,4,1210.0,14.44167
8103,2021-11-19,10,4,1149.0,20.24778
5473,2021-11-19,11,4,1276.0,23.21333
5472,2021-11-19,12,4,1280.0,23.09778
8102,2021-11-19,13,4,1222.0,28.52833
8101,2021-11-19,14,4,1317.0,26.33667
8100,2021-11-19,15,4,1182.0,33.97111
8099,2021-11-19,16,4,1232.0,30.07778
5471,2021-11-19,17,4,1230.0,26.49445
5470,2021-11-19,18,4,1294.0,27.86333
5469,2021-11-19,19,4,1077.1702127659576,25.848003617021288
8098,2021-11-19,20,4,1332.0,51.345
8097,2021-11-19,21,4,874.0,68.18834
5468,2021-11-19,22,4,893.0,74.245
8096,2021-11-19,23,4,965.0,76.02778
7056,2021-11-20,0,5,1153.0,59.76611
7057,2021-11-20,1,5,1398.0,60.25722
6578,2021-11-20,2,5,1182.0,53.27
6579,2021-11-20,3,5,1114.0,53.83722
7058,2021-11-20,4,5,1114.0,63.32278
6580,2021-11-20,5,5,1100.0,81.95334
7059,2021-11-20,6,5,1233.0,64.78
7060,2021-11-20,7,5,1088.0,66.03333
6581,2021-11-20,8,5,1182.0,61.28167
6582,2021-11-20,9,5,1119.0,60.66056
7061,2021-11-20,10,5,1012.0,63.135
7062,2021-11-20,11,5,1204.0,67.73222
6583,2021-11-20,12,5,1088.0,73.29055
6584,2021-11-20,13,5,1161.0,62.64167
7063,2021-11-20,14,5,1149.0,58.77222
6585,2021-11-20,15,5,1232.0,73.16722
6586,2021-11-20,16,5,1236.0,70.23555
7064,2021-11-20,17,5,1150.0,63.81945
6587,2021-11-20,18,5,1130.0,70.51445
7065,2021-11-20,19,5,1084.0,53.86055
7066,2021-11-20,20,5,1147.0,55.18555
6588,2021-11-20,21,5,1059.0,52.57556
6589,2021-11-20,22,5,1050.0,40.93334
7067,2021-11-20,23,5,1087.0,37.15667
5550,2021-11-21,0,6,811.0,62.21056
5549,2021-11-21,1,6,910.0,63.42778
5548,2021-11-21,2,6,1154.0,22.25445
5853,2021-11-21,3,6,1097.0,22.305
5852,2021-11-21,4,6,982.0,33.72167
5851,2021-11-21,5,6,734.0,18.50611
5547,2021-11-21,6,6,513.0,8.93445
5850,2021-11-21,7,6,445.0,9.41889
5849,2021-11-21,8,6,88.0,1.82556
5848,2021-11-21,9,6,248.0,12.00445
5847,2021-11-21,10,6,204.0,11.11889
5846,2021-11-21,11,6,166.0,12.18722
5845,2021-11-21,12,6,333.0,18.045
5844,2021-11-21,13,6,256.0,17.71389
5546,2021-11-21,14,6,186.0,15.24778
5545,2021-11-21,15,6,407.0,33.18
5544,2021-11-21,16,6,536.0,30.15945
5843,2021-11-21,17,6,410.0,41.92056
5840,2021-11-21,20,6,532.0,56.055
5543,2021-11-21,21,6,621.0,49.72111
5542,2021-11-21,22,6,582.0,46.63389
5839,2021-11-21,23,6,906.0,37.82611
4137,2021-11-22,0,0,833.0,35.92667
4138,2021-11-22,1,0,827.0,34.56833
5170,2021-11-22,2,0,768.0,36.80945
5171,2021-11-22,3,0,694.0,51.23223
4139,2021-11-22,4,0,797.0,61.94722
5172,2021-11-22,5,0,718.0,38.60945
5173,2021-11-22,6,0,844.0,28.58334
4140,2021-11-22,7,0,1050.0,15.13445
4141,2021-11-22,8,0,1285.0,16.57778
5174,2021-11-22,9,0,1318.0,33.19056
5175,2021-11-22,10,0,1213.0,67.91278
5176,2021-11-22,11,0,1270.0,47.67667
5177,2021-11-22,12,0,1167.0,48.59111
5178,2021-11-22,13,0,1065.0,44.46055
4142,2021-11-22,14,0,1167.0,48.125
4143,2021-11-22,15,0,1230.0,63.9
5179,2021-11-22,16,0,1187.0,72.23722
4144,2021-11-22,17,0,1138.0,68.41556
5180,2021-11-22,18,0,1085.0,61.41222
5181,2021-11-22,19,0,1136.0,56.64611
5182,2021-11-22,20,0,1162.0,66.96556
4145,2021-11-22,21,0,1245.0,56.60222
5183,2021-11-22,22,0,1098.0,52.63778
4146,2021-11-22,23,0,1050.0,45.76445
8441,2021-11-23,0,1,1047.0,45.73056
8516,2021-11-23,1,1,925.0,49.18389
8442,2021-11-23,2,1,703.0,53.67167
8443,2021-11-23,3,1,608.0,39.20389
8517,2021-11-23,4,1,691.0,53.87278
8518,2021-11-23,5,1,761.0,27.50278
8519,2021-11-23,6,1,955.0,30.09556
8520,2021-11-23,7,1,1298.0,37.26111
8521,2021-11-23,8,1,1413.0,36.36278
8522,2021-11-23,9,1,1468.0,63.96
8523,2021-11-23,10,1,1313.0,77.24778
8444,2021-11-23,11,1,1229.0,80.52333
8524,2021-11-23,12,1,894.0,90.70889
8445,2021-11-23,13,1,706.0,93.54556
8447,2021-11-23,15,1,1185.0,84.50222
8525,2021-11-23,16,1,1167.0,72.45556
8448,2021-11-23,17,1,1274.0,66.99389
8526,2021-11-23,18,1,1316.0,62.83722
8527,2021-11-23,19,1,1394.0,53.16389
8528,2021-11-23,20,1,1374.0,51.86611
8529,2021-11-23,21,1,1283.0,52.73278
8449,2021-11-23,22,1,1137.0,42.34667
8450,2021-11-23,23,1,1167.0,44.98389
6337,2021-11-24,0,2,1012.0,30.55778
6336,2021-11-24,1,2,683.0,17.91389
6089,2021-11-24,2,2,685.0,16.99889
6088,2021-11-24,3,2,397.0,11.38778
6335,2021-11-24,4,2,779.0,27.22722
6087,2021-11-24,5,2,740.0,23.92945
6086,2021-11-24,6,2,905.0,19.91
6085,2021-11-24,7,2,1169.0,19.43611
6334,2021-11-24,8,2,1423.0,31.15778
6333,2021-11-24,9,2,1321.0,18.26111
6084,2021-11-24,10,2,1249.0,42.54611
6083,2021-11-24,11,2,1360.0,38.56389
6332,2021-11-24,12,2,1298.0,41.17
6082,2021-11-24,13,2,1263.0,44.67722
6081,2021-11-24,14,2,1284.0,53.98
6331,2021-11-24,15,2,1348.0,35.86833
6330,2021-11-24,16,2,1295.0,38.785
6329,2021-11-24,17,2,1235.0,31.05611
6328,2021-11-24,18,2,1230.0,29.83667
6080,2021-11-24,19,2,1239.0,29.77556
6079,2021-11-24,20,2,1090.0,21.97611
6078,2021-11-24,21,2,869.0,18.98667
6077,2021-11-24,22,2,774.0,14.55
6327,2021-11-24,23,2,788.0,12.52333
4435,2021-11-25,0,3,725.0,12.07722
4436,2021-11-25,1,3,585.0,6.94222
4437,2021-11-25,2,3,439.0,6.18833
5606,2021-11-25,3,3,264.0,3.22611
5607,2021-11-25,4,3,310.0,3.26167
4438,2021-11-25,5,3,664.0,15.02723
4439,2021-11-25,6,3,906.0,18.36389
5608,2021-11-25,7,3,1216.0,23.55778
5609,2021-11-25,8,3,1439.0,25.26833
5610,2021-11-25,9,3,1369.0,21.155
4440,2021-11-25,10,3,1186.0,23.55222
5611,2021-11-25,11,3,1206.0,23.25445
5612,2021-11-25,12,3,1304.0,33.59944
5613,2021-11-25,13,3,1324.0,31.76
4441,2021-11-25,14,3,1219.0,28.30334
4442,2021-11-25,15,3,1238.0,25.16222
5614,2021-11-25,16,3,1284.0,26.23778
4443,2021-11-25,17,3,1169.0,23.19
4444,2021-11-25,18,3,1270.0,24.17889
4445,2021-11-25,19,3,1177.0,25.425
4446,2021-11-25,20,3,1139.0,22.86222
5615,2021-11-25,21,3,1014.0,19.325
5616,2021-11-25,22,3,896.0,17.16389
5617,2021-11-25,23,3,816.0,14.84
5222,2021-11-26,0,4,804.0,15.40389
6797,2021-11-26,1,4,684.0,10.85111
5223,2021-11-26,2,4,505.0,6.47333
